f2f4
e7e6
e2e4
g8f6
d2d3
d7d5
b1c3
d5e4
c1d2
e4d3
g2g3
d3c2
c3e2
c2d1q
e1d1
d8d5
g1h3
d5h1
f4f5
h1f1
d2e1
f1h3
e2c3
h3f5
a1b1
f5h5
d1c1
h5h2
c3d5
e6d5
b2b4
h2a2
b1b3
a2b3
e1c3
b3c3
c1d1
c8g4
