a2a4
b8c6
g2g3
c6e5
b1c3
e5c6
a1a3
c6d4
c3e4
g8h6
h2h3
h6f5
c2c3
d4e6
h1h2
f5h6
h3h4
b7b5
a4b5
d7d5
a3a1
d5e4
b5b6
c7b6
g3g4
e6c5
f1g2
c8e6
g4g5
e6b3
a1a7
a8a7
g2h3
b3d1
e1f1
h6g8
h2g2
a7a1
h3g4
a1c1
e2e3
d1e2
f1e2
d8d3
