a2a3
g8h6
b2b3
f7f6
c2c3
a7a5
d2d3
h8g8
e2e3
h6f5
f2f3
h7h6
g2g3
f5h4
g3h4
d7d5
h2h3
c8g4
a3a4
g8h8
b3b4
e7e6
c3c4
c7c6
d3d4
a8a6
e3e4
e6e5
f3f4
e5f4
b4b5
c6c5
d1g4
d5e4
d4d5
d8c8
h4h5
b8c6
h3h4
h8h7
b5b6
c6d8
d5d6
c8e6
d6d7
e6d7
b1d2
d7e6
g1e2
a6a7
b6a7
d8f7
a7a8q
e8e7
d2b1
f7h8
b1d2
e6c8
d2b1
g7g5
h4g5
c8d8
g5g6
b7b6
g6g7
d8c7
g7g8q
b6b5
c4b5
c7b8
g4e6
e7d8
b5b6
e4e3
b6b7
b8c8
b7b8q
f4f3
b1d2
e3d2
c1d2
h7d7
e2c1
d7f7
c1a2
f7d7
a2c1
d7d6
c1a2
d6d4
a2c1
d4d3
c1a2
h8f7
a2c1
d3d6
c1a2
d6d4
a2c1
d4d3
d2a5
