a2a3
b8c6
a1a2
g8f6
c2c3
e7e6
a3a4
d7d5
g1f3
f8d6
e2e3
e8g8
f3g5
h7h6
d1h5
f6h5
b1a3
d8g5
a3c4
d5c4
f1c4
g5g2
h2h4
g2h1
c4f1
e6e5
d2d4
c8h3
c1d2
h1f1
