g1f3
g8f6
b1c3
d7d5
d2d4
c8f5
e2e3
b8c6
f3e5
c6b4
f1b5
c7c6
b5a4
f6e4
c3e4
f5e4
e1g1
f7f6
d1h5
g7g6
h5e2
d8a5
a4b3
f6e5
d4e5
a5c5
c2c3
b4d3
e5e6
e4f5
c1d2
d3b2
d2e1
b2c4
b3c4
c5c4
e2c4
d5c4
e3e4
f5e6
e1d2
e8c8
d2f4
f8g7
e4e5
h8f8
f4g3
g7h6
a1d1
h6d2
g3h4
f8f7
h4g3
d8d3
a2a3
d2c3
h2h3
c3d2
a3a4
c4c3
a4a5
c3c2
d1d2
d3d2
a5a6
b7a6
f1e1
d2d1
g3f4
d1e1
g1h2
f7f4
h3h4
f4f2
h2g3
c2c1q
g3f2
c1e3
