g2g4
h7h5
d2d4
g7g5
f2f4
f8g7
c1d2
a7a6
b2b3
e7e6
d2a5
g7f8
a5b6
h5g4
b1a3
g8h6
e1f2
e6e5
f2e1
c7c6
f4g5
f8d6
b6d8
h8h7
d1c1
e5e4
e1f2
a8a7
c1f4
d6a3
b3b4
b7b5
f4d2
a7c7
f2g2
a3c1
d2e1
c1e3
e1g3
d7d6
g3f2
c7a7
f2e1
a6a5
c2c4
a7e7
g1f3
f7f6
c4c5
c8b7
f3e5
e3d4
e5c4
d4e3
c4e3
e8f7
h2h4
d6d5
g5g6
f7f8
e1d2
e7e8
h4h5
a5b4
d2d4
e8d8
h1h3
h6g8
d4d3
b4b3
d3e4
g4g3
e4c2
f6f5
a2b3
h7h6
c2c1
b7c8
h3g3
h6g6
c1b1
f8f7
b1c2
g8e7
g2h2
d8e8
g3g6
c8e6
c2d2
e7c8
g6h6
c8b6
b3b4
e8h8
a1a3
b6c8
e3d5
e6d7
h6h7
f7g8
a3a2
c8d6
d2e3
d6b7
a2a1
h8h7
f1g2
b7d8
a1e1
h7h8
g2h1
d8b7
e3g5
g8f8
e2e4
c6d5
g5h4
f8f7
e1d1
h8e8
d1e1
b7c5
e1e3
c5a4
e4e5
f7g7
h4d4
g7f8
h5h6
a4b2
d4b2
b8a6
h2g2
f8f7
b2b3
a6b8
g2h2
f7g6
h1g2
g6f7
b3d3
e8e6
d3f5
e6f6
e3h3
d7c8
f5g4
f6f4
e5e6
f7e7
g2h1
b8a6
h3g3
f4g4
h1e4
g4f4
g3f3
f4e4
f3f5
e7e8
h2h3
a6c5
h3g2
e4d4
g2f2
c5d7
f5f4
c8b7
f4f7
d7b8
f7f5
d4b4
f5h5
b8c6
f2e2
c6d4
e2e1
b4c4
e1f1
b7a8
h5h1
c4c6
h6h7
d4e2
h1h4
c6a6
h7h8q
e8e7
h8a1
a6a7
f1e2
b5b4
e2f1
a8c6
a1a4
c6a8
f1e2
a7a5
h4h6
e7f8
h6f6
f8g8
f6f8
g8f8
a4e8
f8e8
e2e1
a5c5
e1d2
a8b7
d2e2
e8d8
e2d2
b7a8
d2e3
a8b7
e3f3
c5b5
e6e7
d8c8
f3f2
b5b6
e7e8b
b6d6
e8b5
b4b3
b5e2
d6h6
f2g3
h6d6
e2h5
d6c6
g3h4
b7a6
h4g4
c6c3
h5g6
c3e3
g4h4
e3e6
h4h3
a6d3
g6f5
d3a6
h3h2
d5d4
f5d3
e6e4
h2g3
a6b5
d3e2
b3b2
g3f2
b2b1q
e2f1
c8b7
f1h3
b5d7
f2g2
e4f4
h3d7
b7a8
d7e6
f4g4
g2h2
b1b8
h2h1
b8b3
h1h2
g4g1
e6d7
b3a3
d7c6
a8b8
c6e8
a3d6
h2g1
d6a6
g1h2
a6b5
e8h5
d4d3
h5e2
b5a4
e2f1
a4f4
h2g2
f4a4
g2f3
b8c8
f3g2
c8c7
g2g3
c7b7
f1d3
a4d7
g3h2
b7c7
d3f1
d7d6
h2h1
d6e5
f1h3
e5e6
h3g4
e6e2
g4c8
e2d2
c8g4
d2e1
h1g2
c7c6
g4c8
c6d6
c8a6
e1c1
a6e2
c1c7
g2h3
c7e7
e2a6
e7g5
a6c4
g5g2
h3g2
