c2c3
b8c6
d1b3
e7e5
b3b5
a7a6
c3c4
a6b5
f2f4
c6d4
h2h3
d4c2
e1d1
c2a1
b2b4
e5f4
c4b5
a8a2
b1a3
d8e7
g2g3
e7b4
f1g2
b4b3
a3c2
a2c2
d2d3
c2c1
d1c1
b3c2
