f2f3
d7d6
h2h3
a7a5
a2a4
d6d5
e2e3
d5d4
f1d3
g8h6
d3e2
b8c6
h1h2
c6e5
e1f1
c7c6
b2b3
b7b6
d2d3
b6b5
h3h4
b5b4
c1a3
d4e3
a1a2
h6g4
a2b2
c6c5
d1c1
c5c4
b3c4
b4a3
b2b5
a3a2
b5b4
a2b1b
b4b3
e5f3
b3b4
a5b4
h4h5
g4f2
h5h6
f3g1
c1a3
b4b3
a3a1
b3b2
a1a2
f2d1
c2c3
g1e2
h2h3
e2c1
a2b3
d1c3
b3a2
c3d1
a4a5
e3e2
f1g1
e2e1b
a2b2
d1e3
b2d2
e3c2
d2f2
c2b4
f2d4
b4a6
d4e5
a6b8
e5f4
b8a6
f4f7
e8f7
g2g3
a6c5
g1h1
c5b3
h6g7
b3a1
h3h2
c1b3
g3g4
b3c1
h2c2
c1a2
h1g1
a2c1
g4g5
c1b3
g7h8q
b3c5
g5g6
h7g6
c2b2
c5d7
h8h4
d7e5
g1f1
e5c6
b2e2
c6a7
h4h7
f8g7
e2e3
a1c2
f1g1
c2a3
e3e2
a3b5
e2e5
b5c7
h7h1
c7e8
h1h7
a7b5
g1h1
b5a3
e5d5
a3c2
h7g8
f7g8
d5c5
c2b4
c5c7
b4c2
c7c5
c2b4
c5c6
b4a2
c6b6
a2b4
b6b8
b4a2
h1g1
a2b4
g1h1
b4a2
c4c5
a2b4
b8b7
b4a2
b7b5
a2b4
h1g1
b4a2
b5b4
a2b4
g1h1
b4a2
a5a6
a2b4
d3d4
b4c2
d4d5
c2a3
a6a7
a3b5
c5c6
b5a3
h1h2
a3b5
c6c7
b5c3
c7d8q
c3d1
d8e8
g7f8
e8e7
c8e6
e7h4
f8b4
h4c4
d1f2
c4c3
f2g4
h2h1
g4f6
c3e3
f6d7
e3e5
d7f8
e5f5
e6d5
f5d5
f8e6
d5d1
e6d4
d1d2
d4c2
d2g2
b4f8
g2d2
f8d6
d2g5
c2d4
g5h6
d4f5
h6h7
g8h7
h1g1
f5e7
g1h1
e7g8
h1g1
d6b4
g1f1
e1c3
f1f2
b4a3
f2e2
c3b2
e2f3
b2g7
f3g3
g7b2
g3f3
b2g7
f3g4
g7b2
g4h4
b2g7
h4g4
g7b2
g4g3
b2g7
g3h4
g7b2
h4h3
b2g7
h3g4
