a2a4
e7e5
h2h3
b8c6
b1a3
g8f6
h1h2
d7d5
b2b3
f8c5
g2g3
c5d4
c2c4
d4a1
a3b1
c8f5
g3g4
f5b1
c4c5
c6d4
g4g5
d4c2
d1c2
b1c2
c5c6
f6e4
c1a3
b7c6
d2d4
a1c3
