f2f3
g8f6
c2c3
e7e6
d1a4
f8c5
d2d3
c5f2
e1f2
b8c6
f2g3
f6h5
g3h3
d8g5
a4c4
g5c1
b1a3
c1a1
c4c5
h5f4
h3g3
f4e2
g3g4
f7f5
g4g5
a1c1
g5h5
c1h6
