e2e4
c7c6
g1f3
g7g6
b1c3
a7a5
d2d4
h7h5
f1d3
b7b6
e1g1
a5a4
c1f4
g8f6
c3a4
c8a6
d3a6
f6g8
f4e5
b6b5
e5h8
a8a7
a6b5
d8c8
g2g4
g8h6
h8e5
a7a4
b5a4
h5g4
f3e1
c6c5
d4c5
f8g7
e5g7
f7f6
g7h6
e7e6
d1g4
c8c5
g4e6
c5e7
e6g8
e7f8
g8f8
