b1c3
e7e5
c3d5
f8c5
g1f3
b8a6
e2e3
d7d6
e3e4
a6b4
f1b5
c8d7
b5d7
e8f8
d7f5
g8h6
d5b4
d8e7
b4d5
f7f6
d5e7
c5b4
e7d5
h6f5
d5b4
f5h6
b4d5
f8g8
d5c7
d6d5
c7a8
g8f8
e4d5
h6g8
a8c7
f8f7
d5d6
g7g5
d1e2
f6f5
e2e5
a7a5
e5h8
g8h6
h8h7
f7f6
h7h6
f6f7
h6g5
b7b6
d2d3
f5f4
c1f4
b6b5
g5b5
f7f6
b5a5
f6g6
d6d7
g6g7
f3e5
g7h7
d3d4
h7g7
f4e3
g7f8
a1b1
f8g7
b1c1
g7h8
c1d1
h8h7
d1d2
h7g7
e1e2
g7g8
h1g1
g8g7
g1h1
g7h7
h1g1
h7g7
g1h1
g7f8
h1g1
f8g7
g1h1
