e2e3
b8c6
f1e2
c6d4
d2d3
d4e2
a2a3
e2c1
g2g4
c1d3
d1d3
e7e6
f2f4
f8a3
d3g6
h7g6
b2b4
h8h2
e1f1
d8h4
g1e2
h4f2
