b2b4
e7e5
d2d4
f8b4
c2c3
b4d6
a2a4
e5e4
d1c2
d8h4
e2e3
g8f6
b1d2
e8g8
c1a3
d6a3
c2d1
a3b2
d2b1
b2a1
d1d2
f6g4
d2c1
h4f2
e1d1
a1b2
f1d3
e4d3
g1e2
f2e2
