AverageCheckNumer,AverageMoveNumber,AveragePieceDifferential,AveragePromotionNumber,LegalGamePercentage,DrawPercentage,VictoryPercentage
22.0208,80.3542,17.9792,1.6875,100,42.7083,57.2917
