g1f3
d7d5
e2e3
b8c6
f1b5
g8f6
f3g5
h7h6
g5f3
d8d6
f3d4
c8d7
d4f3
e8c8
b5c6
d7c6
f3d4
e7e5
d4c6
d6c6
c2c3
c8b8
d1f3
c6a6
f3e2
a6e2
e1e2
f8d6
d2d3
e5e4
d3d4
h6h5
b2b3
h5h4
h2h3
h8h5
b1d2
h5g5
e2f1
g5f5
f1e2
f5g5
e2f1
g5f5
f1e2
d8e8
e2e1
f5g5
e1e2
g5g2
e2f1
g2g5
h1g1
g5g1
f1g1
g7g5
g1g2
g5g4
h3g4
f6g4
g2g1
h4h3
f2f4
e8h8
d2e4
h3h2
g1h1
d5e4
c1d2
g4f2
h1g2
h2h1q
a1h1
f2h1
d2c1
h1g3
g2g3
h8h1
g3g4
h1c1
g4f5
c1c3
f5e4
c3c2
e4f5
c2a2
e3e4
a2d2
e4e5
d6b4
f5f6
d2d4
f4f5
d4f4
f6f7
f4f5
f7e6
f5h5
e6f7
h5e5
f7g8
e5e3
g8h8
a7a5
h8g8
e3b3
g8h8
b3g3
h8h7
a5a4
h7h8
a4a3
h8h7
a3a2
h7h8
a2a1q
h8h7
a1g7
