c2c3
b7b6
b2b4
c8a6
c1a3
a6b7
b4b5
e7e6
e2e3
f8b4
d2d3
d8h4
g1f3
g8f6
e3e4
h4h3
d1a4
h8g8
e1e2
h3h4
e2e3
b4c3
f3d4
f6e4
a4d1
f7f5
a3c5
b8a6
c5d6
c7c6
d1b3
h4d8
d3e4
e8f7
g2g4
c3b4
e4e5
d8f8
b3d1
f8d6
e3d3
f5f4
e5d6
g8e8
d4c6
f7g6
d1c1
