f2f4
b8a6
b2b4
a8b8
g2g4
h7h5
g4h5
h8h5
b1a3
h5h6
g1h3
c7c5
h3f2
g8f6
a3b1
h6g6
f2h3
b7b6
b1a3
b6b5
d2d4
d8c7
h3g1
c7b6
d1d2
f6e4
g1f3
c5d4
h2h3
g6c6
a1b1
c6e6
d2d3
e6g6
f3h2
b6d6
c2c3
d6e6
c1e3
f7f5
a3b5
e6c6
h3h4
g6e6
b5d4
g7g5
e3d2
f8g7
h4g5
e6f6
d3a6
f6f7
b1b3
b8b7
a6d3
a7a6
d4c2
b7b6
b3a3
c6a8
d2e3
g7h8
c2d4
h8d4
d3d1
f7h7
e3d2
e8f8
f1g2
d7d5
g5g6
h7h8
g2h3
f8e8
h2f1
d4g7
f1g3
h8h7
g6h7
c8d7
e2e3
a8a7
g3f1
b6c6
d1h5
c6g6
d2c1
d7a4
h7h8q
e8d7
f1h2
e7e6
a3b3
a4b5
h8f8
g6g3
h5g5
g3g2
g5f5
g2g6
f5g5
g7f8
g5e5
e4c3
h2f3
b5e2
h1g1
c3a4
f3d2
d5d4
g1f1
a7b8
c1a3
e2g4
b4b5
g4e2
a3c1
e2f1
e5g7
d7d6
h3e6
f1b5
g7h6
a6a5
e6g4
a4b2
g4d7
b8a8
f4f5
d6c5
d7b5
a8g2
b3c3
c5d6
b5a4
g2g1
d2f1
g1e3
f1e3
f8e7
e3d5
d4c3
e1f1
d6c5
h6g5
g6e6
g5g1
e6e3
g1g2
b2d3
d5e3
e7d8
e3d1
d3b2
g2d5
c5b4
f1e1
b2c4
d5a5
c4a5
a4b3
b4c5
b3a4
c5d4
a4e8
a5c4
e1e2
d4d5
d1e3
d5e5
f5f6
e5f6
e2f3
c4a5
e8b5
d8c7
c1b2
c7e5
b5c4
f6g5
b2c1
g5f6
f3g2
a5b3
g2h1
e5d6
c4g8
d6b8
a2a3
b8a7
e3c2
a7b6
g8h7
f6f7
c1e3
b3d4
a3a4
d4f3
c2a3
f7f6
e3g5
f6f7
g5d8
f7f8
d8e7
f8g7
e7f6
g7h6
h7b1
f3d2
f6d4
b6d4
b1g6
d2c4
a3c4
d4g1
a4a5
g1e3
g6b1
e3a7
b1c2
a7d4
c4b2
d4b6
c2b1
b6a7
b2c4
h6h5
b1c2
a7b8
c2f5
b8c7
f5e6
c7b8
e6f7
h5g5
c4b2
c3c2
f7e6
b8g3
e6f7
g5f4
f7a2
c2c1r
b2d1
g3f2
a5a6
c1c2
d1e3
c2b2
a2b1
f4e3
b1h7
f2e1
h7e4
e1h4
a6a7
b2b6
e4d5
e3e2
d5a8
e2e3
a8f3
e3f3
a7a8q
f3e3
a8a7
h4g5
a7b8
e3f3
b8a7
g5e7
a7a2
b6b4
a2a6
b4b7
a6a1
b7b5
a1f6
f3g3
f6f4
g3f4
h1h2
b5b1
h2g2
b1b2
g2h3
b2b4
h3h2
b4b3
h2h1
b3d3
h1g1
d3f3
g1g2
f4e4
g2g1
e4d5
g1g2
f3d3
g2h1
d5d6
h1h2
e7d8
h2g2
d6e5
g2g1
e5e4
g1h2
e4e5
h2g2
e5e6
g2g1
e6f5
g1h2
f5g4
h2h1
g4h4
h1h2
d3d1
h2g2
d1e1
g2f2
h4h3
f2f3
e1e6
f3f4
d8e7
f4f5
e6b6
f5f4
e7d6
f4f3
b6c6
f3e4
d6f8
e4d4
f8b4
d4d3
c6g6
d3e4
g6c6
e4d5
c6h6
d5d4
h6h4
d4d3
b4a5
d3e3
h4d4
e3f3
d4e4
f3f2
a5d2
f2f1
e4b4
f1f2
b4a4
f2f1
a4h4
f1g1
h4h7
g1f1
h7a7
f1f2
d2g5
f2f3
a7d7
f3e4
h3g2
e4e5
d7e7
e5d6
e7e4
d6d7
g5f6
d7d6
g2h1
d6c7
h1h2
c7d7
