d2d4
b8c6
a2a3
g8f6
h2h3
d7d5
e2e3
a7a5
c1d2
f6e4
d2a5
a8a5
b2b3
c8e6
b1d2
e4d2
d1g4
e6g4
b3b4
c6b4
h1h2
d2f1
h2h1
b4c2
e1f1
c2a1
g1f3
g4f3
g2f3
a1b3
f1g1
a5a3
h3h4
b7b5
h1h2
a3a1
g1g2
h7h5
g2g3
c7c5
d4c5
b3c5
e3e4
a1g1
h2g2
d8d6
e4e5
d6g6
g3h3
g6g2
