c2c3
g8h6
h2h4
b8c6
e2e3
h6f5
a2a3
c6b8
d2d3
f5d4
d1h5
b8a6
h5d5
a6b8
g1e2
d4b3
d3d4
g7g5
d5b3
h7h6
e2g1
e7e5
g2g3
e5e4
a3a4
f8g7
b3b6
h6h5
b6f6
d7d6
f1e2
g7f8
f6g5
c7c5
a4a5
a7a6
d4d5
c8e6
g5e5
h8g8
a1a3
b7b6
c3c4
g8g3
e5e6
f7e6
f2f3
f8g7
h1h2
e8f8
f3e4
d8e7
a3c3
e7a7
e2d1
a7f7
h2h1
f7b7
g1f3
b8c6
d1c2
b7f7
e1d2
c6e5
c2d1
g3g6
b2b4
e6d5
c3c2
e5c4
d2e2
g6f6
e4d5
f7e8
h1h2
c4b2
a5b6
f6g6
c2c5
e8e3
e2e3
b2d1
e3e4
g7e5
h2e2
g6g5
b1d2
g5g8
