b1c3
a7a6
g2g3
a6a5
c3b1
e7e5
h2h3
a5a4
b1a3
e5e4
c2c4
e4e3
c4c5
b7b6
f1g2
b6b5
g2c6
b5b4
b2b3
f7f6
c6b7
f6f5
b7c8
f5f4
d2d3
f4f3
c8d7
b8d7
a3b5
a4a3
c1e3
c7c6
e3g5
g7g6
g5d8
g6g5
e1f1
e8d8
h3h4
g5g4
b5d4
h7h6
a1c1
h6h5
h1h3
g4h3
d4c6
d8c7
d1c2
h3h2
c2b1
h2h1q
c1e1
f3e2
e1e2
d7c5
c6d4
c5b3
f2f3
b3a1
e2e4
b4b3
d4c6
b3b2
c6e5
a1c2
e4a4
c2a1
a4f4
a1c2
b1c2
f8c5
f4e4
b2b1q
c2d1
g8f6
e4e3
f6e4
e3e2
e4d2
e2d2
c5g1
d1c1
b1c1
d2d1
g1f2
f1f2
a8a4
d1g1
a4b4
g1e1
b4b1
e5d7
b1a1
d7e5
a1b1
f3f4
b1a1
e1e4
c1f1
f2e3
a1b1
e4c4
h1c6
e5f3
b1a1
c4c1
a1b1
f3e1
h8e8
e3d4
b1a1
c1c3
a1b1
e1g2
b1b4
c3c4
b4b1
c4c2
b1a1
c2b2
a3b2
g3g4
b2b1q
f4f5
h5g4
f5f6
g4g3
f6f7
a1a2
g2e3
g3g2
e3d5
c6d5
d4d5
g2g1q
h4h5
a2a1
f7e8q
a1a2
d5c4
a2a1
c4c3
a1a2
e8a8
a2a1
a8a4
a1a2
a4g4
a2a1
g4h4
a1a2
c3c4
a2a1
h4g5
a1a2
g5f6
a2a1
f6f5
a1a2
f5g5
a2a1
g5g4
a1a2
h5h6
a2a1
g4h5
a1a2
h5e8
a2a1
e8f7
f1f7
c4c3
a1a2
d3d4
a2a1
h6h7
a1a2
d4d5
a2a1
d5d6
c7b6
d6d7
a1a2
d7d8q
f7c7
d8c7
b6c7
h7h8q
a2a1
h8b8
c7b8
c3c4
a1a2
c4c3
a2a1
c3c4
a1a2
c4c3
a2a1
