b2b4
a7a6
e2e4
g8h6
d2d4
e7e6
h2h3
b8c6
c1a3
f7f6
c2c3
h6g4
g1f3
e6e5
d1b3
f8d6
f3g1
d6c5
f1c4
c6a5
e1f1
a5c4
g1f3
b7b6
b3b2
a8a7
f3g5
g7g6
g2g3
h8f8
b1d2
a7a8
f1e1
e5d4
b2b1
d7d6
b4c5
a6a5
c5c6
d8e7
c3d4
c4a3
d2c4
c8f5
c4b6
a8b8
e1d2
e7e6
b1e1
f6g5
h1f1
g4h2
e4e5
h2g4
e1e2
f8g8
b6a8
e8f8
f1h1
d6d5
e2f1
e6e7
f1b5
e7e6
a1e1
h7h5
e1c1
g8h8
b5b6
f5c2
a8c7
e6f5
d2c3
g4f2
h1e1
b8e8
b6b4
e8e7
b4b8
f5c8
c7a8
c2f5
a8b6
c8b8
e1f1
b8a8
b6c4
f2d1
f1d1
f8g8
c4a5
g8g7
d1f1
h8d8
c1b1
a8c6
c3b3
g7f7
f1f2
c6c7
f2e2
c7b8
b3c3
a3c4
e2e1
d8d6
e5e6
f7f6
b1a1
b8a8
e1f1
a8b8
f1b1
e7b7
e6e7
b7b3
a2b3
f5d7
g3g4
c4e5
b3b4
e5f7
a1a3
d7c6
b1e1
c6b7
a3b3
b8h8
b3b1
d6d8
e7e8q
b7c6
e1f1
f6g7
e8e4
d8a8
e4d3
h8f8
b1a1
f7d8
c3b2
f8f1
d3c3
g7h7
c3e3
f1h3
e3c3
h7h8
b2a3
a8b8
c3g3
c6b7
g4h5
g5g4
h5h6
d8f7
a3a2
h3h2
a2b1
g6g5
g3f4
b7c8
a1a4
h2g1
b1c2
g1f2
f4f2
c8a6
c2b1
b8f8
f2e2
f8d8
e2f2
d8c8
f2e2
a6c4
e2e1
c8e8
a5c6
f7d8
e1e4
e8e5
e4g4
e5e2
a4a5
e2d2
g4h4
d2d4
h4e4
c4e2
e4f3
d4d2
a5a1
e2d1
f3d5
d2f2
d5f7
f2g2
c6d8
d1e2
f7g6
g2g3
h6h7
e2b5
b1b2
b5a6
g6h5
g3g4
a1e1
a6c8
d8e6
g4g3
h5h1
g3g4
b2a3
c8b7
h1h6
g4c4
e6d8
c4c2
h6g6
b7f3
e1g1
c2b2
g1h1
f3e2
b4b5
b2b3
a3a4
b3b4
a4a5
b4a4
a5b6
e2d3
h1a1
d3b1
g6g5
a4a3
b6c5
a3d3
g5g8
