a2a3
d7d6
e2e3
b8c6
d1e2
c8f5
e2b5
f5c2
b5c4
c2b1
c4c3
b1g6
f1e2
g6e4
c3c5
d6c5
e2d1
e4g2
g1e2
g2h1
a1b1
d8d3
e2d4
d3b1
d1c2
b1c1
c2d1
c6d4
h2h3
d4f3
e1f1
c1d1
