g1f3
f7f6
e2e4
d7d6
d2d4
b8c6
d4d5
c8g4
d5c6
b7c6
h2h3
g4h5
b1c3
a8b8
d1d4
d6d5
e4d5
d8d6
d4a7
d6b4
a7c7
h5f3
c7c6
e8d8
g2f3
b8c8
a2a3
c8c6
a3b4
c6c8
b4b5
e7e6
d5e6
g8e7
f1d3
f6f5
c1e3
d8e8
e1d2
c8d8
b5b6
g7g6
b6b7
e7c6
a1a8
c6b8
e3f4
f8c5
a8b8
d8b8
f4b8
c5b4
b8e5
b4c3
d2c3
e8e7
e5h8
e7e6
b7b8q
e6d7
c3d4
d7e6
b8c7
f5f4
h1e1
