g1f3
d7d5
e2e3
g8f6
b1c3
b8c6
f1b5
a7a6
b5c6
b7c6
f3e5
c8b7
e5g4
a8b8
g4f6
e7f6
c3a4
f8d6
e1g1
e8g8
a4c3
f8e8
c3a4
c6c5
a4c3
d5d4
e3d4
c5d4
c3e2
c7c5
e2g3
d8e7
g1h1
b7d5
d2d3
e7b7
f2f3
e8e6
g3e4
d6e7
e4g3
b8e8
g3h5
e7d6
h1g1
b7b8
f3f4
e6e2
g1h1
b8c8
f1g1
c8h3
h5f6
g7f6
d1f1
e2e1
c1d2
e1f1
a1f1
e8e2
f1f3
d5f3
g2f3
g8h8
g1g8
h8g8
f4f5
h3g2
