c2c4
d7d5
c4d5
d8d5
b1c3
d5g2
f1g2
g7g5
d1b3
c7c6
g2h3
f7f5
h3f5
e8d8
f5h7
h8h7
b3g8
h7h5
g8f8
d8d7
f8g7
d7d8
g7f7
h5h8
b2b4
h8h2
h1h2
g5g4
d2d4
a7a5
h2h8
d8c7
b4a5
b8d7
f7e7
b7b5
h8c8
c7c8
e7e8
c8b7
e8d7
b7a6
d7c6
a6a5
c1g5
a8b8
c6c7
b8b6
c3d5
a5a4
c7a7
b6a6
a7a6
