g1h3
b8c6
f2f3
d7d6
e2e4
c8h3
a2a3
h3e6
b2b3
g8f6
h1g1
d8d7
d1e2
c6d4
h2h3
d4e2
b3b4
e2g1
g2g3
g1f3
e1d1
f6e4
f1b5
d7b5
c2c4
e6c4
b1c3
e4c3
d2c3
c4b3
