b1c3
c7c5
g1h3
d7d6
a2a3
b8a6
a1a2
c8g4
a2a1
d8b6
f2f3
b6a5
h3f4
a5b4
e2e3
h7h6
e3e4
d6d5
h1g1
g4h5
c3d5
f7f5
f4h5
a8d8
a3b4
d8c8
g1h1
f5f4
d5e7
g8e7
f1a6
c5c4
a1a2
c4c3
a6b5
e8f7
e4e5
h8h7
b2b3
b7b6
a2a4
g7g6
h1g1
e7d5
c1a3
f8e7
e1e2
c8c5
a4a7
d5f6
g1e1
g6g5
e5f6
c3d2
a3c1
c5b5
e1f1
d2c1q
h5f4
c1b2
f1g1
b5a5
d1d6
b2c2
d6d2
a5a2
g1a1
c2e4
e2f2
e4e3
f2g3
e3e4
d2a2
e4f3
g2f3
h7g7
a7e7
f7f6
e7d7
g7e7
d7b7
e7e4
f3e4
h6h5
f4g6
h5h4
g6h4
f6e6
h4f5
e6e5
b7b6
e5e4
a2f2
e4d3
f2e1
g5g4
g3h4
d3c2
b6d6
g4g3
a1d1
g3g2
d6g6
g2g1q
g6c6
g1c5
d1a1
c5c3
e1e7
c3c6
h4g4
c6h1
a1a5
h1d1
g4g5
d1h5
g5f6
c2d1
e7b7
h5h6
f5h6
d1c1
a5a7
c1c2
b7b5
c2b2
f6e6
b2b1
e6d7
b1b2
b5c6
b2b1
c6c8
b1b2
d7e7
b2b1
c8d7
b1b2
d7d4
b2b1
d4b2
b1b2
a7a2
b2c3
a2a3
c3c2
a3a8
c2d1
b4b5
d1e2
h2h4
e2d3
e7f7
d3e4
f7f6
e4d5
a8e8
d5d4
h6g8
d4d5
g8e7
d5d6
e7f5
d6d7
h4h5
d7e8
f6e6
e8f8
e6e5
f8g8
e5d5
g8h8
d5e5
h8g8
e5f6
g8f8
f5d6
f8g8
d6c4
g8h7
c4b6
h7g8
f6g6
g8f8
b6c8
f8e8
b5b6
e8d7
g6g7
d7d8
g7h8
d8c8
h5h6
c8d7
h8g8
d7c6
g8g7
c6b5
h6h7
b5a6
b6b7
a6b6
b3b4
b6b7
g7f8
b7c7
f8f7
c7d8
f7f8
d8c8
b4b5
c8c7
b5b6
c7d8
f8g8
d8d7
g8h8
d7d8
b6b7
d8e7
b7b8q
e7d7
h8g8
d7e6
g8g7
e6d7
b8c8
d7c8
g7g8
c8d8
h7h8q
d8c8
g8h7
c8b7
h7h6
b7c7
h8g8
c7d7
g8h7
d7d6
h6g5
d6e6
h7h5
e6e7
h5e2
e7d8
e2e4
d8c8
e4h1
c8d7
h1h7
d7d8
h7b7
d8e8
b7c8
e8e7
c8d8
e7d8
