g2g3
e7e5
a2a4
d8f6
f2f4
e5f4
d2d3
f4g3
f1h3
f6f2
e1d2
f8b4
c2c3
g3g2
a1a3
g2h1q
g1f3
h1f3
a3a2
b4e7
h3g2
f3g2
b2b3
e8d8
d1e1
e7g5
d2c2
f2e1
b1a3
e1c1
