d2d3
g8h6
g1f3
b8c6
g2g4
h6g4
a2a4
a7a5
b1c3
g4e5
f1g2
e5f3
g2f3
c6e5
e2e3
e5f3
e1f1
f3e5
c1d2
d7d6
c3b5
c8h3
f1e1
h3g2
b5c3
g2h1
b2b4
a5b4
a1a2
b4c3
d3d4
c3d2
e1f1
e5c4
h2h4
d8d7
d1a1
h1f3
a1d1
d7h3
f1g1
h3g2
