a2a4
c7c6
b1c3
b8a6
d2d4
g8f6
c1g5
d7d5
b2b4
a6b4
g2g3
b4c2
d1c2
f6g4
f1h3
g4f2
c2f5
f2h3
f5h7
h8h7
c3d5
c6d5
g1h3
h7h3
a1a2
h3g3
e1d1
g3g5
d1c1
c8g4
c1d1
g4e2
d1e2
e8d7
h1g1
g5g1
a2a3
g1f1
e2d2
f1f4
d2c1
f4d4
c1b1
d4a4
b1a1
a4a3
a1b1
d8a5
b1b2
d7c6
b2b1
a5a6
b1b2
a8e8
b2b1
e8b8
b1b2
a3a4
b2b1
c6c7
b1b2
b7b6
b2b1
b8a8
b1b2
d5d4
b2c1
e7e5
c1b1
a6f1
b1b2
b6b5
b2b3
f7f5
h2h4
a4a1
b3b2
a7a6
b2b3
f1f3
b3b2
f3g2
b2a1
c7b7
a1b1
a8a7
b1a1
g2g6
a1a2
f8d6
a2b2
g6h5
b2b3
h5h4
b3a2
h4f2
a2a1
f2e2
a1b1
d6f8
b1a1
b7c8
a1b1
f5f4
b1a1
e5e4
a1b1
d4d3
b1a1
c8c7
a1b1
e4e3
b1a1
c7c6
a1b1
d3d2
b1a1
d2d1q
