h2h3
b8c6
c2c4
c6d4
a2a4
g8f6
d2d3
d7d6
b1d2
c8e6
d2f3
d4f5
a1b1
d8d7
b1a1
d7c6
a1a2
c6b6
h1h2
b6b4
c1d2
b4b6
d2c1
b6b4
c1d2
b4b6
h2h1
b6c6
d2e3
f5e3
d1a1
e3c2
e1d1
c2a1
f3d2
e6c4
h3h4
c4a2
d2b3
a1b3
g1f3
c6c1
