b1c3
g8f6
g1f3
b8c6
e2e4
f6g4
h2h3
g4e5
f3e5
c6e5
d2d4
e5g6
f1c4
e7e5
d1f3
f7f6
c1e3
e5d4
e3d4
c7c5
d4e3
g6e5
f3h5
g7g6
h5e2
e5c4
e2c4
b7b6
c4d5
a8b8
e3f4
b8b7
c3b5
a7a6
b5d6
f8d6
f4d6
b7a7
d6b8
a7b7
b8d6
b7a7
d6b8
a7b7
b8f4
b7a7
d5d3
e8g8
f4b8
a7b7
b8d6
f8e8
e1c1
g8h8
a2a4
a6a5
h3h4
b7a7
h4h5
g6g5
h5h6
c8a6
d3d5
e8e6
d6c5
d8c7
c5d6
c7d8
d5d4
a6c8
d6b8
a7b7
b8d6
b7a7
d6b8
a7b7
b8d6
b7a7
h1e1
a7a6
e1e2
b6b5
d6c5
b5a4
d4a4
e6e8
e2d2
a6e6
f2f3
g5g4
a4b3
g4f3
g2f3
d8c7
c5d6
c7d8
d2d5
e8g8
b3c3
g8g6
d5c5
e6e8
d6c7
d8e7
c7d6
e7d8
d6c7
d8e7
c7d6
e7d8
