g1h3
b8c6
b1c3
g8f6
h3f4
c6d4
f4d3
d4c6
a2a4
c6d4
d3b4
e7e6
b4d3
f8d6
c3b5
d4b5
a4b5
e8g8
g2g3
f6d5
a1a2
d8f6
a2a4
d5b6
a4h4
f6f5
g3g4
f5g5
h4h5
g5g4
h5h3
g4g5
b2b3
g5b5
h3f3
b5c6
h1g1
d6h2
g1g2
h2d6
g2g1
f8e8
f3h3
b6d5
h3h5
d5f4
d3f4
d6f4
h5h3
c6c5
h3d3
f4h2
g1g2
h2e5
g2g4
c5c6
g4g2
c6b6
d3h3
e5d4
h3d3
b6c5
c2c3
d4e5
d1c2
c5c6
c2a2
c6c5
d3h3
c5c6
a2b2
c6e4
b2a3
e4d5
h3h5
e8d8
h5h6
d5g2
f1g2
g7h6
a3e7
d8f8
c1a3
e5g7
e7c5
c7c6
c5h5
f8e8
a3d6
e6e5
g2h3
a7a6
e2e4
a6a5
h5d1
g7f8
d1g4
f8g7
g4d1
g7f6
d1f3
f6g5
h3g4
g5f4
d2d4
a5a4
b3a4
a8a4
e1f1
a4a1
f1g2
a1a2
g4h5
a2a8
d4e5
e8e5
d6e5
d7d5
f3f4
c8e6
h5f7
g8f8
f7e6
f8e8
f4f7
e8d8
f7d7
