g1f3
c7c5
b1a3
e7e6
f3e5
g8f6
a3b5
b8c6
e5c4
d7d5
c4e3
f8e7
c2c3
e8g8
d1a4
a7a6
b5a3
e6e5
a3c2
b7b5
a4h4
f6g4
h4h5
g7g6
h5g4
c8g4
e3g4
f7f5
g4e3
d8d6
a2a4
f5f4
e3g4
h7h5
a4b5
a6b5
a1a8
f8a8
e2e3
h5g4
f1b5
f4f3
g2f3
g4f3
d2d3
c6a7
b5a4
d6a6
a4d7
a6d3
d7e6
g8g7
e6d5
d3e2
