g1f3
g8f6
e2e3
b8c6
f1e2
h8g8
e1g1
g8h8
b1c3
a8b8
d2d4
h8g8
d4d5
c6b4
a2a3
b4c6
d5c6
d7c6
d1d8
e8d8
e3e4
c8g4
c1f4
f6h5
f4e5
f7f6
a1d1
d8c8
h2h3
g4f3
e2f3
g7g6
f3g4
f6f5
e4f5
h5f6
f5g6
f6g4
g6h7
g4h6
f1e1
e7e6
e5f6
f8e7
e1e6
e7f6
h7g8r
f6d8
g8d8
