g1h3
b8c6
c2c3
g8f6
b1a3
d7d5
d2d3
e7e5
c3c4
f8b4
c1d2
b4d2
d1d2
c8h3
e2e3
h3e6
f1e2
d5c4
a1b1
c4d3
b1a1
a7a5
e1f1
d3e2
d2e2
g7g5
e2a6
b7a6
a3b1
d8d1
