a2a3
b8c6
d2d4
g8f6
d4d5
c6e5
d1d4
d7d6
a1a2
c8f5
d4a7
a8a7
h2h4
f6d5
b1d2
d5b4
h1h2
b4a2
e2e3
f5c2
f1a6
a7a6
f2f3
a2c1
h2h1
c1d3
e1f1
d3b2
g1h3
a6a3
f1g1
e7e6
h3f2
a3a1
d2b1
a1b1
f2d1
b1d1
g1h2
d8h4
