b1c3
b8c6
g1f3
d7d5
c3b5
a7a6
b5c3
d5d4
c3e4
e7e5
a1b1
f7f5
e4f6
g8f6
f3g5
h7h6
g5f7
e8f7
f2f4
e5f4
e2e4
f5e4
f1e2
f8c5
b1a1
h8e8
a1b1
f4f3
e2c4
f7g6
e1g1
d4d3
g1h1
f3f2
c4f7
g6f7
c2c3
c8e6
b1a1
f7g8
a1b1
e6a2
b1a1
d8d5
d1a4
a2b3
a4b4
c6b4
f1f2
c5f2
a1b1
d5h5
g2g4
h5h3
c3c4
h3f1
