a2a3
d7d6
b2b3
b8c6
c2c3
c8e6
d2d3
g8f6
e2e3
c6e5
f2f3
e6f5
g2g3
f6d7
h2h3
d7c5
a3a4
e5d3
f1d3
c5d3
e1f1
d3c1
d1c1
a8c8
b3b4
c8a8
c3c4
a8c8
e3e4
f5e6
f3f4
c8a8
g3g4
a8c8
h3h4
e6g4
a4a5
g7g6
b4b5
c8b8
c4c5
f8g7
e4e5
d6e5
f4f5
d8d3
g1e2
g4e2
f1e1
d3e4
h1g1
e2g4
e1d2
g7h6
d2c3
h6c1
g1c1
e4d4
c3b3
d4a1
b5b6
g4f5
b6a7
f5e6
b3c2
b8d8
h4h5
a1a2
c2c3
a2b3
