g1h3
f7f6
a2a4
d7d6
a1a3
c7c5
g2g3
e8f7
d2d3
b7b5
c2c4
g7g5
b2b3
f8g7
d3d4
b5b4
e2e4
a7a5
d1f3
f7g6
g3g4
g7h6
e1d2
b4a3
h1g1
d8e8
f3f6
g8f6
g1h1
e8c6
h1g1
h6g7
g1h1
f6g8
h1g1
c6b5
b3b4
b5c6
h3f4
g5f4
h2h3
g6h6
g1h1
c8a6
h1h2
c6e8
d2c3
g7f8
f1e2
e8c8
h2g2
c8g4
e2d3
h6h5
c3c2
h5h4
c2b3
g4g5
d3c2
g5g6
g2h2
a6c4
b3c3
f8h6
b1a3
b8d7
a3b1
a8b8
b4a5
h6f8
c1d2
c4a2
d2f4
a2b1
f4h6
g6h5
h6f8
h5h6
d4d5
h6g6
c3d3
e7e5
a5a6
g6h6
d3c3
h6h5
c2d1
b1c2
d1g4
c5c4
f2f3
h5f7
h2g2
f7e7
g2g1
b8b1
a6a7
b1b3
c3c4
e7e8
g1h1
g8h6
h1e1
e8d8
e1f1
h6g4
f1g1
d8c8
