c2c4
b8c6
b2b3
e7e6
h2h4
d8f6
d2d3
f6a1
g1h3
a1b1
e2e3
b1a2
h3g5
f8e7
d1c2
a2c2
b3b4
e7b4
c1d2
c2d2
