d2d4
h7h6
e2e4
d7d6
b1c3
f7f6
d1h5
g7g6
h5g6
e8d7
f1b5
c7c6
b5c4
c6c5
c4g8
a7a6
g6f5
e7e6
g8e6
d7e7
c3d5
e7e8
f5g6
