f2f3
a7a6
a2a3
a6a5
g2g4
a5a4
c2c4
b7b6
a1a2
b6b5
b2b4
b8c6
e2e3
b5c4
a2b2
c4c3
h2h3
c3c2
b2a2
c2b1q
a2a1
b1b3
f1b5
b3b2
b5c6
b2b3
c6b7
b3b2
b7c6
b2b3
e1f1
b3b2
c6b7
b2c1
b7a8
c1c2
d2d3
c2e2
g1e2
g8h6
e2f4
h6g8
a8b7
c7c6
d1d2
d7d5
d2c1
d5d4
e3e4
g7g6
f1f2
c6c5
c1c4
c5b4
c4c7
b4b3
b7c6
d8d7
c7d8
e8d8
c6b5
g6g5
f4d5
d7e8
b5e8
b3b2
a1g1
c8e6
e4e5
f8h6
e8d7
b2b1r
d7c6
b1f1
f2f1
e6d7
c6a4
h6g7
a4b5
g8f6
b5c4
f6g8
f1e1
d7e8
e1f2
e7e6
c4a6
g7f8
g1b1
e6d5
h1f1
f7f6
b1b5
f6e5
b5b2
e5e4
f2g3
e8h5
b2b3
h5e8
a6b5
e4e3
b5e8
e3e2
f1b1
e2e1r
b1e1
h7h6
e1e3
d4e3
b3b6
g8f6
b6b1
f6g4
e8b5
d5d4
b1f1
h8h7
b5a4
g4h2
f1d1
e3e2
a4b3
f8d6
g3g2
d6g3
b3c2
e2e1q
d1d2
h7g7
d2d1
e1g1
d1g1
g7a7
f3f4
h2f1
c2a4
f1e3
g2f3
a7g7
f4f5
e3c4
a4c6
g3f4
g1g3
c4d2
f3g4
d2e4
h3h4
e4f2
g4h5
g7h7
f5f6
f4e5
g3h3
f2d3
h3e3
d3c5
c6a8
h7f7
e3b3
f7g7
b3b8
e5b8
a3a4
g7h7
a8h1
c5b7
a4a5
h7f7
h1g2
f7g7
g2f1
g7f7
f1e2
g5g4
h5g6
g4g3
e2g4
d4d3
g4e2
d3e2
h4h5
b8e5
g6h6
d8c8
a5a6
f7h7
h6g6
h7g7
f6g7
e5d6
a6a7
d6f8
h5h6
f8e7
h6h7
b7a5
g6h6
e7f8
h6g6
f8g7
g6h5
g7d4
h5h6
d4h8
h6g6
h8c3
g6f7
c3f6
f7f8
f6h8
f8f7
c8c7
f7g8
h8g7
g8g7
c7c6
h7h8q
e2e1r
h8h7
g3g2
h7d3
c6c5
g7g6
e1e3
d3d2
e3g3
g6f7
g2g1r
d2e1
g1h1
e1c3
a5c4
c3a5
c5d4
a5b4
g3g8
b4b1
h1h7
f7e6
c4b6
b1f5
g8g2
f5f3
g2g3
f3d5
d4c3
d5b3
c3d2
e6f6
d2c1
b3a3
c1d1
a3c3
b6c4
c3b2
h7e7
b2h2
e7f7
f6e6
f7b7
h2h8
b7h7
h8e8
h7f7
e8c6
f7a7
e6f6
a7c7
c6a6
g3d3
f6e6
c7g7
a6a8
g7f7
a8d5
f7c7
d5d8
c4e5
d8e8
c7e7
e6e7
d1d2
e8g8
d2d1
e7f8
d1d2
g8f7
d2d1
f7b3
d1d2
b3b5
d2c2
f8g8
d3d4
b5b3
c2c1
b3e3
d4d2
e3h3
c1c2
g8h8
d2d8
h8h7
c2c1
h7g7
c1c2
h3g3
d8h8
g3g1
h8h7
g7h7
e5g4
g1g3
g4h6
h7h6
c2b1
g3b3
b1a1
h6g6
