c2c3
d7d6
d1b3
b7b6
b3b4
c8b7
b4d6
b8a6
h2h4
g8f6
c3c4
f6d5
d6e7
f8e7
d2d4
b7c6
g1h3
a6b4
h1h2
d8c8
b1a3
e7d6
e2e4
e8e7
c4c5
c6d7
f2f4
d7h3
f4f5
a7a5
e1d1
c8b7
a3c4
g7g5
c4e3
e7d8
e3d5
d6e5
c1f4
h8e8
d5e3
e8e7
f4g5
e5h2
g5h6
a8a7
h6f8
b6c5
d1e2
e7e8
f8d6
b4a6
e2d2
e8e5
a1b1
b7c8
b1d1
h3g2
a2a4
e5e4
d2c1
e4d4
f1a6
c7d6
a6c4
c8a6
e3d5
h2g1
d1f1
d4f4
c4a2
a6b6
f1d1
a7a6
d1d3
g2f3
a2b3
f3h5
b3a2
c5c4
d3g3
g1d4
g3g1
b6c5
d5b4
h5g6
a2b1
c5f5
g1g5
d4f2
b1e4
d6d5
e4c2
f5c2
b4c2
f4h4
c2a3
h4h3
g5f5
a6a8
c1c2
h3c3
c2b1
f2d4
a3c2
c3a3
f5f4
d4h8
f4f2
h7h5
f2f5
a3f3
c2d4
a8a7
b2b3
h8g7
b3b4
f3f5
d4b5
f5f1
b1a2
f1f4
a2a3
a7e7
b5a7
g7f6
b4a5
g6e4
a7c8
f4f3
a3a2
e7e5
c8e7
f3g3
a2a1
g3g7
a1b2
e4g2
b2c2
g7g3
e7f5
e5e4
f5g7
e4d4
c2c1
g3e3
c1c2
f6e7
a5a6
e3g3
g7f5
g3g6
f5d4
g6f6
d4c6
d8d7
c6a7
f6e6
c2d1
e7c5
a7b5
c5d4
a6a7
e6e1
d1e1
d7e8
e1e2
c4c3
a4a5
d4h8
b5c7
e8e7
a7a8b
h8g7
c7e6
f7f6
a8c6
g2h1
e6c7
e7f7
c6d7
c3c2
e2d2
f7e7
a5a6
c2c1q
d2c1
g7h6
c1d1
e7d8
c7a8
d8d7
d1e2
h6f4
e2d3
f4d6
d3c3
d6b8
c3d3
d7d8
d3d2
h1g2
a6a7
d5d4
d2c1
g2e4
a7b8k
h5h4
b8c6
e4c6
c1b2
c6g2
b2c2
g2f3
c2b1
h4h3
b1c1
f3g4
c1b1
g4d7
a8c7
h3h2
b1c2
d8e7
c2b2
d7e6
c7e6
e7d7
b2a1
d7c8
e6d4
c8d7
d4b3
d7d6
a1a2
d6e6
b3a1
e6e5
a1c2
e5e4
a2a1
f6f5
c2d4
e4d4
a1a2
d4e3
a2b1
e3f2
b1c1
f2g2
c1d1
g2h3
d1e2
h3h4
e2f2
h2h1q
f2e3
h1e1
e3d3
h4g3
d3d4
e1c1
d4d3
c1e1
d3c4
e1e7
c4d4
e7f6
d4e3
f6g7
e3d3
g7f8
d3d4
f8a8
d4d3
g3h4
d3e3
a8a6
e3d2
a6b5
d2c1
b5b2
c1d1
b2b1
d1e2
b1f1
e2f1
h4h5
f1g1
h5g5
g1h2
g5h5
h2g1
f5f4
g1f1
h5h4
f1e2
h4g4
e2f2
g4g5
f2e1
g5f5
e1f1
f5g4
f1g2
f4f3
g2f1
g4h4
f1f2
h4h5
f2g3
h5g5
g3h2
f3f2
h2h3
g5g6
h3g2
g6g7
g2f3
g7g6
f3e4
f2f1q
e4e5
f1f3
e5e6
f3h5
e6d6
h5h3
d6c7
g6g7
c7b8
g7h8
b8c7
h3h4
c7b8
h8g7
b8c7
g7f8
c7c6
h4b4
c6c7
b4b3
c7c6
b3b6
c6d5
f8g8
d5c4
b6b1
c4c5
g8f8
c5d6
b1d3
d6e6
d3e2
e6d5
e2f3
d5e6
f3f2
e6d5
f8e7
d5c6
f2f5
c6b7
f5f7
b7a8
f7g7
a8b8
e7e6
b8c8
g7f6
c8b7
f6c3
b7a6
e6d6
a6a7
c3a5
a7b8
a5c5
b8a8
c5c1
a8a7
c1h1
a7b6
h1d5
b6a7
d5g2
a7b6
g2f1
b6b7
f1f8
b7b6
f8c8
b6a5
d6d7
a5b4
c8c3
b4b5
c3c4
b5b6
c4h4
b6c5
d7e8
c5c6
h4h3
c6b6
e8e7
b6b7
h3h4
b7b8
h4h8
b8b7
h8h3
b7a8
h3d3
a8b7
d3e4
b7a7
e4e1
a7a6
e7f8
a6b6
