d2d4
g8f6
c1d2
b8c6
d2a5
c6a5
b2b4
a5c6
f2f3
f6d5
c2c4
d5e3
h2h3
e3d1
b1d2
d1e3
a1c1
c6b4
d2e4
b4a2
e4g3
a2c1
f3f4
e3c4
e2e4
c4e3
f1d3
c1d3
e1e2
d3f4
e2e3
f4g2
e3f2
g2f4
d4d5
e7e6
f2e3
d8g5
d5d6
g5g3
e3d4
g3d3
d4e5
f8d6
