b1a3
e7e5
g1h3
d7d5
c2c3
b8c6
e2e4
d5e4
h3f4
e5f4
b2b3
g8f6
f1d3
d8d3
c1b2
c8g4
g2g3
g4d1
b3b4
d3e2
