b1a3
g8f6
f2f3
e7e6
c2c4
f8a3
e2e3
a3f8
a2a4
b8c6
d2d3
d8e7
a1b1
e7b4
e1e2
h8g8
d1d2
b4a4
b1a1
a4a1
f3f4
g8h8
b2b4
f8b4
g2g3
b4d2
h2h4
d2c1
h4h5
a1a2
e2e1
a2d2
