h2h4
b8a6
f2f4
g8h6
g1h3
e7e6
c2c4
d8e7
g2g3
a6c5
e2e3
d7d6
d1a4
e7d7
a4a7
c5a6
a7b7
a6b8
b7c7
h6g4
c7d6
d7a4
d6e6
f8e7
e6f7
e8d8
f7g7
d8d7
g7h7
d7c7
h7e7
b8d7
e7d7
c7b6
d7g4
a4b4
g4c8
h8h6
c8a8
h6h8
a8h8
b6b7
h4h5
b4d6
h8b8
b7b8
d2d3
d6f8
h1g1
f8f4
e3f4
b8c7
e1d1
c7c6
d1e1
c6c7
d3d4
c7d8
c1e3
d8e8
f1g2
e8f8
e3d2
f8f7
g3g4
f7e6
g4g5
e6d6
g2d5
d6d7
d5f3
d7d6
b2b3
d6e6
f3d5
e6d6
g1h1
d6e7
e1f1
e7d6
f1f2
d6d7
f2f1
d7e8
f1f2
e8e7
d2b4
e7d7
f2g2
d7c7
b4a3
c7d8
a3e7
d8e7
h1d1
e7d7
b1c3
d7d6
g5g6
d6e7
c3b5
e7d7
h5h6
d7e7
d5f3
e7e8
b5a7
e8e7
h3g1
e7e6
f3d5
e6f6
d1e1
f6g6
d5f3
g6f6
f3b7
f6f5
b7a6
f5f6
g2f3
f6f5
f3f2
f5f4
b3b4
f4f5
c4c5
f5f4
a7c6
f4f5
c6b8
f5g4
b8d7
g4h5
a6c4
h5h6
e1e7
h6g6
e7e5
g6g7
e5e3
g7h7
a1d1
h7h6
d1a1
h6h5
a1d1
h5h4
c4d3
h4g4
f2e1
g4g5
d3e2
g5h4
e2f3
h4g3
f3g2
g3g4
d1c1
g4g5
e3c3
g5f5
g2f1
f5f4
c3d3
f4e4
c1c4
e4f4
d3c3
f4e4
d4d5
e4f5
c3f3
f5g5
c4e4
g5h5
a2a4
h5h6
d7b6
h6g5
b4b5
g5g6
e4e6
g6h5
e1e2
h5g5
f3f8
g5g4
e6e5
g4h4
e5e7
h4g4
a4a5
g4g3
c5c6
g3h2
b6c4
h2h1
c4e3
h1g1
f8a8
g1h1
e3f5
h1g1
e7d7
g1h1
f5g3
h1g1
d7d6
g1h2
e2d1
h2g1
f1h3
g1h2
a8e8
h2h3
d1c1
h3g3
e8e6
g3h3
a5a6
h3h4
e6h6
h4g4
h6h1
g4f3
d6d8
f3e3
d8d6
e3f3
d6d8
f3e2
d8h8
e2f2
h8h6
f2e2
h6h4
e2f3
c6c7
f3g2
h4b4
g2h1
c1b2
h1g1
b4f4
g1g2
f4f1
g2f1
b2b3
f1f2
b3b4
f2e2
c7c8q
e2f2
b4b3
f2e2
c8g4
e2d2
b3a2
d2c2
g4g8
c2c3
g8g2
c3c4
a2a1
c4c3
g2g4
c3b3
d5d6
b3a3
b5b6
a3b3
d6d7
b3c3
g4g6
c3d2
g6d3
d2e1
d3e2
e1e2
d7d8q
e2f1
d8d2
f1g1
d2e2
g1h1
e2e1
h1h2
a1b1
h2g2
b1c1
g2h2
c1d1
h2g2
d1c2
g2h2
e1b4
h2h1
c2c3
h1g1
c3b2
g1h2
b4c4
h2g2
c4b4
g2h1
b4c4
h1g1
c4b4
g1f1
b4c4
f1e1
c4b4
e1e2
b4c4
e2e3
c4b4
e3d3
b2a1
d3e2
b4c5
e2f1
c5c2
f1g1
c2c4
g1h2
c4c1
h2h3
c1f1
h3h4
a6a7
h4h5
b6b7
h5g5
b7b8q
g5g6
b8b3
g6g5
b3b4
g5g6
b4b1
g6g5
f1g2
g5f4
b1e4
