d2d4
a7a6
d1d3
a6a5
d3e4
a5a4
e4e3
a4a3
e3g3
a3b2
g3g6
b2a1q
g6f5
a1a2
c1g5
a2a3
g1h3
a3a4
c2c4
a4a5
b1d2
a5a6
f5e6
a6a7
e6h6
a7a6
d2f3
a6a7
h6b6
a7a6
e2e3
a6a7
h3g1
a7a6
b6g6
a6a7
e3e4
a7a6
f1e2
a6a7
g6h6
a7a6
g2g3
a6a7
h6a6
a7a6
f3e5
a6a7
e5d3
a7a6
d3c5
a6a7
f2f3
a7a6
g5h4
a6a7
c5a6
a7a6
e4e5
a6a7
h4f6
a7a6
e1d1
a6a7
d1c1
a7a6
g1h3
a6a7
f6g7
a7a6
c1d1
a6a7
g7h8
a7a6
e2d3
a6a7
h1e1
a7a6
d3f1
a6a7
h3f2
a7a6
f2h3
a6a7
f1e2
a7a6
d4d5
a6a7
h3g1
a7a6
e2f1
a6a7
g1e2
a7a6
g3g4
a6a7
e2f4
a7a6
h2h3
a6a7
d1e2
a7a6
f4g2
a6a7
e1d1
a7a6
d1a1
a6a7
g4g5
a7a6
g2e1
a6a7
c4c5
a7a6
e2f2
a6a7
f2e3
a7a6
a1a5
a6a7
f1b5
a7a6
b5c6
a6a7
e1c2
a7a6
c6b5
a6a7
e3e4
a7a6
e4f4
a6a7
c2a3
a7a6
b5c4
a6a7
c4a2
a7a6
h3h4
a6a7
a5a4
a7a6
a2c4
a6a7
h8g7
a7a6
c4f1
a6a7
f4f5
a7a6
c5c6
a6a7
a3b1
a7a6
h4h5
a6a7
c6b7
a7a6
a4g4
a6a7
g4h4
a7a6
g7f8
a6a7
h4g4
a7a6
g4c4
a6a7
c4h4
a7a6
h4c4
a6a7
b7a8q
a7a8
f5g4
c7c6
c4d4
c6c5
d4a4
c5c4
f1d3
c4c3
h5h6
c3c2
b1a3
c2c1q
f8g7
c1c2
d3c4
c2c3
g4f5
c3c4
a3b5
c4c5
a4a2
c5c6
b5d4
c6c7
a2c2
c7c6
c2b2
c6c7
d4c2
c7c6
c2d4
c6c7
g5g6
c7c6
d4c2
c6c7
b2b3
c7c6
g7f8
c6c7
b3b1
c7c6
f5f4
c6c7
b1b2
c7c6
c2d4
c6c7
b2b3
c7c6
g6h7
c6c7
h7h8q
c7c6
f4g3
c6c7
b3b8
c7c6
d5d6
c6c7
d4b5
c7c6
b8a8
c6c7
b5d4
c7c6
g3h2
c6c7
d4c6
c7c6
h8g8
c6c7
f3f4
c7c6
a8a6
c6c7
g8g2
c7c6
f8e7
c6c7
g2a2
c7c6
a2b3
c6c7
a6b6
c7c6
b6b7
c6c7
b3a2
c7c6
a2e2
c6c7
e5e6
c7c6
e2c2
c6c7
b7c7
d7e6
c2b1
e6e5
b1b2
e5e4
h6h7
e4e3
b2b3
e3e2
c7c1
e2e1q
c1c2
e1e2
h2h1
e2e3
h1h2
e3e4
b3a4
e4a4
c2c5
a4a5
c5c6
a5a6
c6c3
a6a7
c3b3
a7a8
b3b4
f7f6
b4b6
f6f5
b6b3
a8a7
h2h3
a7a8
b3d3
a8a7
e7f8
a7a8
d3g3
a8a7
h3h2
a7a8
g3g4
f5g4
f8h6
g4g3
h2g3
a8a7
g3g2
a7a8
g2g1
a8a7
g1f1
a7a8
h6g7
a8a7
d6d7
a7d7
g7a1
d7d6
a1d4
d6d7
d4f6
d7d6
f4f5
d6d7
f6e7
d7d6
e7d6
c8d7
d6b8
d7c8
f1f2
c8d7
b8g3
d7c8
h7h8q
e8e7
f2e2
e7f7
h8h1
f7f8
h1h2
c8d7
e2e3
d7e8
h2a2
d8d7
g3f2
d7d8
a2b3
d8d7
b3c3
d7d8
c3a3
d8d6
f5f6
d6e7
f6e7
f8f7
e3d4
f7f6
f2g1
f6f7
a3a8
f7f6
a8a6
f6f7
d4c5
f7g7
a6a4
g7g8
a4a5
e8f7
c5d4
f7e8
a5c5
e8f7
c5d5
f7e6
d5f5
e6f7
f5f1
f7e8
f1b5
e8f7
b5d7
f7e8
d7c7
e8f7
c7b8
f7e8
g1h2
g8g7
b8b6
g7g8
b6d6
e8f7
d6e6
f7e6
h2g1
e6f7
d4c5
f7e8
g1f2
e8f7
e7e8q
f7e8
c5d4
e8f7
f2e3
f7e8
e3c1
e8f7
c1f4
f7e8
f4h6
e8f7
d4d3
f7e8
h6c1
e8f7
d3e3
f7e8
c1d2
e8f7
e3d4
f7e8
d4c5
e8f7
d2f4
f7e8
f4h6
e8f7
c5d6
f7e8
h6g5
e8f7
g5e7
f7e8
e7d8
e8f7
d6e5
f7e8
d8g5
e8f7
e5e4
f7e8
g5h4
e8f7
e4d4
f7e8
d4d5
e8f7
d5d4
f7e8
d4e4
e8f7
h4e1
f7e8
e4f4
e8f7
f4e5
f7e8
e1c3
e8f7
c3a5
f7e8
e5f5
e8f7
f5f4
f7e8
f4f5
e8f7
f5e5
f7e8
a5b4
e8f7
e5f5
f7e8
b4e1
e8f7
e1h4
f7e8
f5f4
e8f7
f4g3
f7e8
g3f3
e8f7
h4e1
f7e8
f3e3
e8f7
e3e4
f7e8
e1f2
e8f7
e4f5
f7e8
f2g3
e8f7
f5g4
f7e8
g3h4
e8f7
g4f5
