d2d4
e7e6
a2a4
b8c6
g2g4
g8f6
c1d2
c6d4
c2c3
f6e4
g1h3
e4d2
d1b3
d4b3
f2f4
d2f1
c3c4
f1h2
a1a3
f8a3
h1f1
a3b4
b1d2
h2f1
e2e4
f1d2
f4f5
d2e4
e1d1
d8h4
g4g5
h4h3
f5e6
h3d3
