b1a3
g8f6
g2g3
e7e6
a3c4
d7d5
c4a5
f8b4
f1g2
b4a5
a1b1
b8c6
a2a3
e8g8
g1f3
a5b6
e1f1
e6e5
h1g1
f6g4
d2d4
e5e4
c1g5
f7f6
g2h3
f6g5
c2c4
e4f3
d1c1
f3e2
f1e2
c6d4
e2d2
d4b3
d2c3
b3c1
b2b4
d8f6
c3c2
f6f2
c2d1
f2e2
d1c1
b6e3
