b2b4
d7d6
c2c3
g8f6
e2e4
f6e4
d1h5
c7c6
c1a3
e4f6
e1d1
f6h5
a3b2
c8g4
f1e2
d8d7
b2c1
h5f4
c1a3
f4d3
e2f3
d3f2
d1e1
f2h1
f3e4
d7e6
a3b2
e6e4
g1e2
e4e2
