e2e4
c7c5
f1e2
b8c6
g1f3
g8f6
e4e5
f6g4
c2c3
d8a5
e1g1
c6e5
f3e5
g4e5
d2d4
c5d4
c3d4
e5g6
h2h3
a5b6
b1c3
a7a5
c3d5
b6d6
d1b3
d6c6
e2b5
c6d6
b3c4
e8d8
b2b4
a5b4
a1b1
h8g8
d5b4
g8h8
c4f7
d6d4
c1e3
d4d6
f1d1
d6f6
b1c1
f6f7
e3b6
d8e8
c1c8
a8c8
b5d7
