d2d4
b8c6
e2e4
g8f6
g1f3
f6e4
b1c3
e4f2
e1f2
c6b4
f2g1
a8b8
f1c4
b4c2
d1c2
d7d5
c3d5
c8e6
d5c7
d8c7
c4e6
c7c2
e6f7
e8d8
c1f4
c2b2
f4b8
b2a1
g1f2
a1b2
f2g1
b2b1
g1f2
b1b2
f2g1
b2b1
g1f2
b1b2
