b1c3
g8f6
g1f3
b8c6
c3b5
a7a6
b5c7
d8c7
f3g5
h7h6
g5f7
e8f7
a1b1
c7a5
b1a1
a5h5
a1b1
h5d5
b1a1
f7g8
h1g1
d5d6
g1h1
c6e5
a1b1
d6d5
b1a1
f6e4
h1g1
d5f7
f2f3
e4d6
e2e3
f7h5
f1a6
h5h2
a6b7
h2g1
e1e2
g1g2
e2e1
c8b7
d1e2
b7f3
e2g2
f3g2
e1d1
g2e4
c2c3
e4d3
d1e1
d6e4
e1d1
e5f3
c3c4
d3c4
d1c2
a8a2
a1a2
c4a2
d2d3
f3e1
c2d1
e1d3
d1c2
d3b4
c2d1
a2b3
d1e2
b3d5
c1d2
b4c6
e2d1
e4d2
d1d2
d5e4
d2c1
c6b4
c1d1
b4c6
d1c1
c6b4
c1d1
b4c6
d1c1
