g1h3
g7g5
e2e4
e7e5
a2a3
g5g4
f1c4
f7f6
c4b3
a7a5
d1g4
h7h5
e1f1
h8h7
g4h5
h7f7
d2d3
g8h6
f1e2
a5a4
b3f7
h6f7
c1d2
d7d6
b2b4
a8a5
c2c4
c7c5
h5g6
b8c6
d2c1
c8h3
g2h3
c6d4
e2d1
f8e7
d1d2
d4e6
h1e1
a5b5
a1a2
b5b4
c1b2
d8a8
e1e2
e6f8
d2e1
a8a7
b2c3
b7b6
g6h6
a7a6
b1d2
f8g6
h6h8
g6h8
h3h4
a6c8
a2a1
c8c6
e1f1
b4b1
d2b1
c6c8
c3b2
c8a8
f1g1
a8a6
g1h1
f7d8
b2c1
d8f7
e2e3
h8g6
e3h3
f7h6
d3d4
g6h8
c1g5
h6g8
f2f4
a6c8
b1c3
c8g4
g5h6
g4d7
d4d5
d7c6
a1f1
h8g6
f1b1
b6b5
b1a1
b5b4
h6g5
b4b3
a1g1
e7d8
h3d3
d8e7
g1a1
f6g5
a1a2
e5f4
d3d4
c6a6
a2d2
a6c6
h4h5
g8f6
d2d3
g5g4
h2h4
c6b7
d3g3
f6e4
h5h6
g6h4
d4e4
h4f5
h1g2
f5h6
e4e5
d6e5
c3d1
b7b6
g2f1
b6g6
g3h3
g6e4
h3d3
e7d6
d3e3
d6f8
e3e2
b3b2
e2h2
b2b1q
h2e2
e4g6
e2b2
b1d3
f1f2
d3d2
f2g1
e8d8
b2b4
g6c6
b4b1
c6f6
b1b8
d8e7
d1e3
d2d4
b8f8
f4e3
f8e8
e7e8
g1h1
f6d8
h1g1
d4b2
d5d6
d8f6
d6d7
e8f7
g1h1
f6b6
d7d8b
f7g7
h1g1
b6a7
d8g5
b2b6
g1h1
a7b8
h1g1
b6b1
g1h2
b1h1
h2g3
h1f3
g3h2
b8d8
g5f6
g7g6
f6e5
f3f1
e5d6
f1d3
h2g1
g6h5
d6e5
d8d4
e5g7
d3e4
g7f8
d4d7
f8g7
e4e6
g7f6
e6e5
f6g5
e5d4
g1h1
d4b2
h1g1
d7e8
g5e7
e8b5
e7f8
b2a2
g1f1
a2b2
c4b5
g4g3
b5b6
h5g6
f8d6
b2h2
d6f8
g3g2
f1e2
h2c7
f8c5
g6h7
b6b7
h6f7
c5e7
c7d8
e2f3
d8d5
f3g3
f7d8
g3h4
d5b3
e7f8
d8f7
b7b8q
b3b2
b8d8
b2a3
f8c5
e3e2
d8e7
a3c3
c5d6
c3f3
e7f8
f3e4
h4g3
e4d3
g3f2
d3f5
f2g3
f7h6
f8g7
h7g7
d6b4
f5f7
b4c5
g7h7
g3h4
f7e8
c5a7
e8f7
a7d4
f7g7
h4h5
g7e7
d4e5
e7f7
h5g5
f7e8
e5c3
e8d8
g5f4
d8c7
f4e3
h7g6
c3b4
c7a7
e3d3
g6f7
d3c3
a7e3
c3b2
e2e1q
b4e7
e1d1
e7f6
d1d6
f6h4
d6c5
h4g3
c5e5
b2a2
e3a7
g3e1
e5e3
e1c3
e3f4
c3g7
f4f2
a2a3
f2f3
a3a2
f7e7
g7b2
f3f5
b2e5
a7c5
a2b2
f5g6
e5f4
g6g8
f4c1
g8d8
c1e3
e7f7
e3d4
d8d4
b2a2
d4c4
a2b1
c4c2
b1a1
a4a3
