g1f3
d7d5
b1c3
d5d4
f3d4
d8d4
a2a3
g8f6
h2h3
c8e6
h3h4
b8c6
e2e3
d4b6
e1e2
e8c8
a1b1
e6g4
f2f3
g4f5
a3a4
e7e5
e3e4
f5e6
b1a1
f8c5
a1b1
c8b8
a4a5
c6a5
c3d5
f6d5
e4d5
e6d5
g2g4
h8e8
b2b3
e5e4
f3e4
d5e4
d2d3
e4d3
e2f3
d3e4
f3g3
d8d1
c1h6
d1b1
f1g2
c5d6
h6f4
b6e3
g3h2
d6f4
