b2b3
c7c5
b3b4
a7a6
h2h4
g7g5
g2g3
g8h6
b4b5
e7e6
d2d4
f8g7
b1a3
g7f6
h1h2
d7d6
f1h3
f6e5
h3f1
h6f5
e2e3
h7h5
e3e4
h8h7
h2g2
h7h8
f2f3
h8h6
c1e3
h6h8
d1b1
h8h6
b5a6
d8d7
g2e2
a8a6
e2f2
a6c6
f2g2
h6h8
b1b5
e8f8
b5b1
f8e7
e1f2
e7e8
d4e5
c5c4
b1b4
f5g7
b4a4
b7b6
e3b6
d7b7
a4a5
d6e5
b6c5
g5h4
c5b4
c6c5
a5a6
b8c6
a6b5
b7a7
f2e2
e8e7
b5a6
