e2e4
e7e5
f1c4
g8f6
d1h5
f6h5
a2a3
f8d6
c4b3
d8g5
b3f7
e8f7
d2d4
g5c1
e1e2
c1b2
e2d2
b2d4
d2e1
d4a1
a3a4
a1b1
e1e2
b1c2
e2e1
d6b4
e1f1
c2d1
