d2d3
e7e5
a2a4
g8f6
b2b3
f6g4
g1h3
b8c6
a4a5
d7d5
e1d2
f8d6
d2e1
e8g8
e1d2
g4f6
d2e3
c6d4
c2c3
d4b5
f2f3
c8h3
g2h3
a8c8
d1c2
d6c5
d3d4
b5d4
c3d4
c5d4
e3d2
d4a1
c2f5
d8d6
d2d1
d6d7
f5g5
d7b5
b1d2
b5a5
g5f5
c8d8
f5g5
a1d4
g5h4
d4e3
h4g3
a5c3
f3f4
e3d2
c1d2
c3a1
d1c2
f6e4
g3e1
a1a2
c2c1
e5f4
d2f4
a2a1
c1c2
a1e1
f4c7
e1d2
c2b1
e4c3
b1a1
d2a2
