g2g4
b8c6
b1a3
b7b6
g1f3
g8h6
b2b3
c6b4
c2c4
b4c2
a3c2
g7g6
c2b4
h6g8
a1b1
d7d5
b4a6
g8h6
a6b4
e7e6
b4c2
d5d4
d2d3
e6e5
e2e4
a7a5
f3e5
c8a6
b3b4
h8g8
e1e2
d8g5
e2e1
a6b7
a2a4
f8g7
c2e3
a8b8
e3f5
g5e7
h1g1
b7a6
f5d6
e8d8
d1f3
e7e5
f3f6
e5f6
b1a1
g8f8
c1f4
f6g5
g1h1
f8e8
f4e3
g5h5
h2h3
h5g4
d6f7
d8c8
a1b1
g4g2
c4c5
g6g5
b1b2
e8e5
b4a5
h6f5
c5c6
g7h8
e1e2
e5d5
e3d2
d5d7
f1g2
f5h6
h1f1
h6g4
f7d6
c7d6
d2g5
b8b7
g5f4
b6b5
f1a1
b7b8
a1a3
h8g7
b2c2
d7e7
e2e1
e7e5
e1f1
g7h8
f4g5
e5f5
g5c1
c8c7
c2c3
g4f2
g2f3
f5f8
c3c4
h7h5
f3g2
f8f3
h3h4
f3f5
e4e5
b8c8
e5d6
c7d6
f1e1
f5f8
c1b2
h8g7
e1f1
f8e8
b2c3
b5a4
c3b4
d6c7
g2f3
e8e5
a3b3
f2e4
f3d1
e5e6
f1e1
e4f6
e1f1
a6b5
b3c3
e6d6
d1h5
c8b8
h5g4
b5a6
b4c5
d4c3
c4e4
f6g8
c5b6
c7c6
g4h5
d6h6
f1f2
c6d6
e4e5
a6b7
b6a7
h6h8
h5f3
g7f6
e5b5
f6g7
a7e3
g8h6
e3h6
b8c8
h4h5
c3c2
f3e4
c2c1r
b5b1
c8f8
f2g3
f8f6
e4d5
c1f1
b1b3
f1e1
b3a3
g7h6
d5b3
b7e4
a3a2
f6f2
a2a3
e4g2
b3c2
e1e5
a3b3
h6e3
d3d4
h8e8
b3b4
g2b7
b4c4
b7e4
c2b1
f2f3
g3h4
e4d3
c4c1
e3c1
d4d5
e8h8
b1a2
f3e3
a5a6
d3e4
a6a7
e5e8
a2b3
d6e7
b3a4
e8f8
h5h6
e4h1
h4h5
e7f6
h6h7
f8b8
a4c6
b8b6
c6b7
h8f8
b7a8
e3h3
h5g4
c1a3
d5d6
f6f7
h7h8q
f8d8
g4f5
d8h8
a8h1
h3d3
f5g5
b6b1
g5f5
b1b3
h1c6
h8h2
f5e5
a3b2
e5e4
b3b6
c6a8
b2c3
e4f5
c3b2
f5f4
d3d6
f4g5
h2h1
a8b7
f7e7
b7e4
h1d1
e4c6
d1d5
g5g4
d6c6
g4f4
b2f6
f4g3
e7d7
g3h2
f6g7
h2g2
d7e8
g2f2
c6c2
f2e3
c2f2
e3e4
b6b3
a7a8q
e8e7
a8e8
e7d6
e8c6
d6e7
c6e6
e7e6
