a2a4
g8f6
a1a2
e7e5
e2e4
f6e4
d1f3
d7d5
e1d1
c8g4
a4a5
g4f3
f1e2
f3g2
f2f3
e4d6
h2h3
g2h1
e2f1
d8h4
a2a3
h4f2
b2b4
f2f1
