g2g4
b7b6
f1h3
e7e5
b2b4
e5e4
h3g2
c8a6
b4b5
g8h6
h2h3
f8a3
b5a6
d7d6
c2c3
e8f8
c3c4
d8h4
g1f3
h6g8
f3h4
h7h6
g2f3
a3b2
f3e4
b8d7
h4f3
b2a3
e4g6
a8d8
b1a3
g8f6
h3h4
f8g8
e1f1
d7b8
h1h3
h8h7
f1g2
b8c6
d1g1
d6d5
h3h2
f7g6
g2h3
g8h8
f3g5
f6e4
h2g2
c6b4
g5h7
e4c3
g2g3
b6b5
h3g2
d5c4
g2h1
d8f8
g1h2
f8f4
h1g1
h6h5
h2g2
c3e4
e2e3
f4f3
g1h1
f3f5
g3h3
h8g8
h1h2
e4f2
g2g1
f5f4
g1g3
f2h1
g3g2
f4g4
g2e2
g8h7
h2h1
g4g2
e2h5
g6h5
h1g2
h7h8
g2f1
b4c6
f1g2
g7g6
g2f1
h8g8
f1e2
g8f8
e2e1
c6b4
a1b1
c7c5
e1e2
f8f7
e2e1
b4c2
e1f2
c2d4
f2e1
f7g7
e3d4
g7h7
d4d5
c4c3
d5d6
h7h6
e1d1
c3c2
a3c2
g6g5
c2a1
g5h4
h3h1
b5b4
d1c2
h6g6
d6d7
h4h3
c2d3
b4b3
d3c3
g6f7
c3b3
f7g6
h1g1
g6h7
g1g4
h3h2
b3c4
h5h4
c4c5
h2h1q
g4c4
h1c1
b1b5
c1d2
a1c2
d2d6
c5d6
h7g8
c4c6
g8f8
b5b7
f8f7
c2e1
f7g7
c6b6
h4h3
b6b3
g7h8
d6c5
h3h2
b3b6
h8g8
a2a3
g8g7
c5d6
g7h7
b7c7
a7b6
d6e7
h7h8
a3a4
h2h1q
c7b7
h1h3
e7f8
h3g4
d7d8q
g4e6
